source,target,value
1606.04933,1506.03382,0.5
1606.04933,1605.02615,0.5
1606.04933,1509.03025,0.5
1606.04933,1603.07316,0.5
1606.04933,1511.06149,0.5
1606.04933,1505.03399,0.5
1606.04933,1501.0612,0.5
1606.04933,1512.0773,0.5
1606.04933,1602.06664,0.5
1606.04933,1507.03566,0.5
1606.04933,1511.01562,0.5
1606.04933,1605.07051,0.5
1010.0789,1005.2197,0.5
1010.0789,810.3286,0.5
1010.0789,912.3599,0.5
1010.0789,1010.3043,0.5
1010.0789,911.4046,0.5
1507.03566,1509.03917,0.5
1507.03566,1506.03382,0.5
1507.03566,1509.03025,0.5
1507.03566,1601.06422,0.5
1507.03566,909.5457,0.5
1507.03566,1507.04793,0.5
1506.0754,1309.3117,0.5
1506.0754,812.1869,0.5
1506.0754,1412.869,0.5
1506.0754,1412.0233,0.5
1506.0754,1010.0789,0.5
1506.0754,1410.4828,0.5
1602.06664,1310.7991,0.5
1602.06664,1309.1952,0.5
1602.06664,1401.0579,0.5
1602.06664,1602.05908,0.5
1602.06664,1411.1488,0.5
1602.06664,1402.518,0.5
1602.06664,1308.6273,0.5
1602.06664,1503.00778,0.5
1602.06664,1510.04747,0.5
1602.06664,1605.08101,0.5
1602.06664,1602.04426,0.5
1602.06664,1607.08218,0.5
1602.06664,1605.07221,0.5
1602.06664,1601.06114,0.5
1602.06664,1610.0421,0.5
1602.06664,1606.0497,0.5
1602.06664,1505.05114,0.5
1602.06664,1506.03382,0.5
1602.06664,1509.03025,0.5
1602.06664,1511.03385,0.5
1602.06664,1310.2267,0.5
1602.06664,1605.07272,0.5
1602.06664,1610.07531,0.5
1602.06664,1606.08135,0.5
1602.06664,1512.02337,0.5
1602.06664,1611.05985,0.5
1602.06664,1611.03935,0.5
1602.06664,1510.07713,0.5
1602.06664,1507.05854,0.5
1602.06664,1411.1087,0.5
1602.06664,1605.0711,0.5
1602.06664,906.4835,0.5
1602.06664,1606.03196,0.5
1602.06664,1511.06146,0.5
1602.06664,1511.06149,0.5
1602.06664,1602.04915,0.5
1602.06664,1312.0525,0.5
1602.06664,1212.3753,0.5
1602.06664,1111.6323,0.5
1602.06664,1301.7002,0.5
1602.06664,1609.0324,0.5
1602.06664,1412.3046,0.5
1602.06664,1605.08361,0.5
1602.06664,1411.8003,0.5
1602.06664,1504.06785,0.5
1602.06664,1510.06096,0.5
1602.06664,1507.03566,0.5
1602.06664,1404.3811,0.5
1602.06664,1609.03088,0.5
1602.06664,1511.01562,0.5
1602.06664,1506.07868,0.5
1602.06664,1310.3745,0.5
1602.06664,1603.03805,0.5
1602.06664,1506.06081,0.5
1602.06664,1605.07719,0.5
1011.309,904.3523,0.5
1011.309,810.0901,0.5
1011.309,909.5026,0.5
1011.309,1001.2615,0.5
1706.00342,1402.2637,0.5
1706.00342,1703.08044,0.5
1512.0773,1606.04933,0.5
1512.0773,1505.03399,0.5
1412.0233,1110.5872,0.5
1412.0233,1003.1129,0.5
1309.3117,1111.6453,0.5
1703.08044,1402.2637,0.5
1703.08044,1506.0754,0.5
1703.08044,1512.0773,0.5
1703.08044,1311.3315,0.5
1703.08044,1611.0823,0.5
